,ACCT_ID_M,CUST_ID,STREAMING_SERVICE,ACCT_TYPE,SERVICE_TYPE,CONT_TENURE_MTHS,CUSTOMER_AGE,NUM_CUSTOMER_BILLABLE_ACCOUNTS,CONSUME_SPORTS_SUBSIDISED,TOTAL_DISCOUNT_PERCENT
83405,21878283,17051228,NETFLIX,INDIVIDUAL,SPORTS,29,70.0,1,0,0
769053,4075503,18045212,STAN,INDIVIDUAL,SPORTS,147,64.0,1,0,34
538271,11557069,14160548,NETFLIX,INDIVIDUAL,SPORTS,81,33.0,2,0,18
1352781,7690913,6395432,NETFLIX,INDIVIDUAL,ENTERTAINMENT,87,50.0,2,0,12
883143,24698567,170127110,STAN,INDIVIDUAL,ENTERTAINMENT,6,25.0,2,0,22
1430011,434565,2617976,NETFLIX,INDIVIDUAL,SPORTS,147,52.0,1,0,3
2321054,20069807,16633733,NETFLIX,INDIVIDUAL,ENTERTAINMENT,43,55.0,1,0,20
79049,20446351,4166702,NETFLIX,INDIVIDUAL,ENTERTAINMENT,43,81.0,2,0,18
1443263,17594331,1324076,NETFLIX,INDIVIDUAL,SPORTS,65,54.0,1,0,20
17864,18515357,23961167,NETFLIX,INDIVIDUAL,SPORTS,58,29.0,1,0,27
852431,9372803,5182298,STAN,FAMILY ACCT,SPORTS,146,,1,0,0
252179,22980843,165626327,NETFLIX,INDIVIDUAL,ENTERTAINMENT,20,55.0,2,0,8
2088893,9430025,1000763,NETFLIX,INDIVIDUAL,SPORTS,111,39.0,2,1,12
1695901,824551,15542789,NETFLIX,INDIVIDUAL,SPORTS,80,47.0,1,0,17
1589416,1634113,10895513,NETFLIX,INDIVIDUAL,SPORTS,112,60.0,2,0,0
1496367,1290289,14011061,STAN,INDIVIDUAL,SPORTS,146,61.0,2,0,38
1721803,2337447,5649443,DISNEY,INDIVIDUAL,SPORTS,133,57.0,1,0,10
324387,18579441,69104804,NETFLIX,INDIVIDUAL,ENTERTAINMENT,58,36.0,2,0,8
1625401,1006153,17206103,NETFLIX,INDIVIDUAL,ENTERTAINMENT,90,55.0,2,0,8
1350382,8405107,8982731,NETFLIX,INDIVIDUAL,SPORTS,112,60.0,1,0,0
498993,17834613,6469694,NETFLIX,INDIVIDUAL,ENTERTAINMENT,62,41.0,1,0,20
1004907,2423349,8521307,NETFLIX,INDIVIDUAL,SPORTS,89,58.0,1,0,28
464052,18276513,23734775,STAN,INDIVIDUAL,SPORTS,60,36.0,2,0,36
195084,16909297,19809272,STAN,INDIVIDUAL,SPORTS,70,80.0,2,0,0
612938,22226535,163642556,STAN,FAMILY ACCT,SPORTS,26,,2,0,5
995964,7847057,4461173,STAN,INDIVIDUAL,SPORTS,116,81.0,2,0,11
694363,9095807,12511343,NETFLIX,INDIVIDUAL,ENTERTAINMENT,113,75.0,2,0,4
165643,23825903,166941455,STAN,INDIVIDUAL,SPORTS,14,27.0,2,0,0
2145113,10973007,4078655,NETFLIX,INDIVIDUAL,SPORTS,112,74.0,2,0,12
207466,21377435,161253062,STAN,INDIVIDUAL,SPORTS,34,62.0,1,0,0
1211300,25009925,173108000,STAN,INDIVIDUAL,SPORTS,4,31.0,2,0,0
1973534,20666007,150919952,AMAZON PRIME,INDIVIDUAL,SPORTS,38,31.0,2,0,0
2055143,22167457,124376501,STAN,INDIVIDUAL,SPORTS,26,69.0,2,1,14
1960766,3181851,1274087,NETFLIX,INDIVIDUAL,SPORTS,113,58.0,1,0,0
1762244,24803941,167928086,NETFLIX,INDIVIDUAL,ENTERTAINMENT,5,37.0,3,0,16
1129878,18513699,23959175,STAN,INDIVIDUAL,ENTERTAINMENT,55,34.0,2,0,31
1747515,24395967,168856676,STAN,INDIVIDUAL,ENTERTAINMENT,9,35.0,4,0,0
1985238,23229287,155707640,NETFLIX,INDIVIDUAL,SPORTS,18,65.0,1,0,0
74299,23974643,8374217,DISNEY,INDIVIDUAL,SPORTS,13,34.0,1,0,0
2130565,24164541,168197549,STAN,INDIVIDUAL,SPORTS,11,77.0,2,0,0
2172290,14916029,11727587,STAN,INDIVIDUAL,SPORTS,112,48.0,2,0,0
1184160,1740215,18688586,NETFLIX,INDIVIDUAL,SPORTS,98,55.0,1,0,24
1316058,16257293,129551,NETFLIX,INDIVIDUAL,SPORTS,112,79.0,1,0,17
1616190,22931397,165501500,NETFLIX,INDIVIDUAL,SPORTS,21,65.0,1,0,0
428563,1879757,18729674,NETFLIX,INDIVIDUAL,SPORTS,110,52.0,1,0,0
988021,14601931,6060005,NETFLIX,INDIVIDUAL,ENTERTAINMENT,73,,1,0,18
2265601,16372165,443870,NETFLIX,INDIVIDUAL,ENTERTAINMENT,113,74.0,3,0,4
237998,15396349,1368362,STAN,INDIVIDUAL,ENTERTAINMENT,147,72.0,2,0,34
167183,25069527,7274666,NETFLIX,INDIVIDUAL,SPORTS,4,60.0,1,1,0
792433,24933873,171079289,STAN,INDIVIDUAL,ENTERTAINMENT,3,65.0,2,0,22
1594774,10482291,3739388,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,37.0,2,0,0
1370537,8258609,631754,NETFLIX,INDIVIDUAL,SPORTS,111,50.0,1,1,0
2210207,5100543,5702804,NETFLIX,INDIVIDUAL,SPORTS,111,68.0,2,1,0
1739860,18701339,69261971,STAN,INDIVIDUAL,SPORTS,56,37.0,3,1,0
1913675,16595249,17647643,DISNEY,INDIVIDUAL,SPORTS,73,33.0,1,0,12
1320909,23646837,167043722,DISNEY,INDIVIDUAL,SPORTS,15,82.0,1,0,20
2103782,15258521,10689137,STAN,INDIVIDUAL,ENTERTAINMENT,70,72.0,2,0,11
2237962,3975491,14012294,NETFLIX,INDIVIDUAL,SPORTS,113,49.0,4,0,0
144155,21115939,160392440,STAN,INDIVIDUAL,SPORTS,36,21.0,2,0,0
532390,23197909,11267219,DISNEY,INDIVIDUAL,SPORTS,18,40.0,1,1,0
777088,20896463,14582663,NETFLIX,INDIVIDUAL,SPORTS,38,39.0,1,0,0
324450,9060787,646550,NETFLIX,INDIVIDUAL,SPORTS,96,62.0,1,0,17
1408811,20102387,13771235,STAN,INDIVIDUAL,SPORTS,46,79.0,2,0,0
140254,18409891,20716688,STAN,INDIVIDUAL,SPORTS,59,43.0,2,1,0
373377,20341985,16017923,NETFLIX,INDIVIDUAL,SPORTS,43,62.0,2,0,0
607878,24382523,167312264,NETFLIX,INDIVIDUAL,SPORTS,10,27.0,2,0,0
2085973,12998885,4100393,NETFLIX,INDIVIDUAL,SPORTS,112,63.0,2,0,0
650425,5005193,3767153,STAN,INDIVIDUAL,SPORTS,111,62.0,2,0,0
1330969,2477683,7087967,NETFLIX,INDIVIDUAL,SPORTS,113,60.0,2,0,0
1126628,8284815,11627348,STAN,INDIVIDUAL,ENTERTAINMENT,111,59.0,2,0,31
595103,7007703,15777488,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,76.0,2,0,4
277343,25186001,173495270,NETFLIX,INDIVIDUAL,SPORTS,3,33.0,2,0,0
2345023,10741747,5344118,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,146,65.0,2,0,6
1476486,6593757,4731824,NETFLIX,INDIVIDUAL,SPORTS,93,77.0,1,0,0
17806,7524711,11411357,STAN,INDIVIDUAL,ENTERTAINMENT,123,42.0,2,0,31
2092123,24350647,165219485,PARAMOUNT,INDIVIDUAL,SPORTS,10,21.0,1,0,0
1189235,5159419,5883272,STAN,INDIVIDUAL,SPORTS,148,83.0,2,0,0
749422,7085031,8832212,NETFLIX,INDIVIDUAL,SPORTS,75,72.0,2,0,17
131395,23297009,120354092,NETFLIX,INDIVIDUAL,SPORTS,17,37.0,1,0,0
998388,21921647,124452134,STAN,INDIVIDUAL,SPORTS,29,24.0,2,0,0
1759174,2983807,13353854,STAN,INDIVIDUAL,ENTERTAINMENT,126,61.0,2,0,22
1588202,9282961,13984313,NETFLIX,INDIVIDUAL,ENTERTAINMENT,146,64.0,2,0,17
1753081,15922863,8674517,NETFLIX,INDIVIDUAL,SPORTS,94,68.0,2,0,4
929197,8686107,11962514,NETFLIX,INDIVIDUAL,SPORTS,113,80.0,1,1,0
1414695,25128083,173406521,NETFLIX,FAMILY ACCT,SPORTS,3,,1,0,17
75782,21599273,17276687,STAN,FAMILY ACCT,SPORTS,32,,1180,0,0
2133184,23921497,18362315,STAN,INDIVIDUAL,SPORTS,13,67.0,2,0,0
200255,10075531,13566677,NETFLIX,INDIVIDUAL,SPORTS,118,42.0,2,0,19
128728,23615085,14204810,STAN,INDIVIDUAL,ENTERTAINMENT,15,59.0,2,0,33
2215160,13848053,19186418,STAN,INDIVIDUAL,ENTERTAINMENT,113,78.0,2,0,0
1384668,17326619,1115660,NETFLIX,INDIVIDUAL,SPORTS,67,24.0,2,0,0
1299163,5127893,7101389,STAN,INDIVIDUAL,ENTERTAINMENT,122,79.0,2,0,32
547659,8740029,18601565,NETFLIX,INDIVIDUAL,SPORTS,111,41.0,1,0,0
590343,23504957,18725153,STAN,INDIVIDUAL,ENTERTAINMENT,15,64.0,2,0,28
689674,17179775,20284412,STAN,INDIVIDUAL,SPORTS,67,74.0,2,1,34
2296367,24913265,5958803,STAN,INDIVIDUAL,ENTERTAINMENT,4,52.0,4,0,0
1890327,23889591,167532419,STAN,INDIVIDUAL,SPORTS,13,26.0,2,0,13
1296932,5989389,9463565,STAN,INDIVIDUAL,SPORTS,147,41.0,2,1,10
1252077,25289699,173687657,AMAZON PRIME,INDIVIDUAL,SPORTS,4,67.0,2,1,0
472281,1063177,1091810,NETFLIX,INDIVIDUAL,SPORTS,110,68.0,1,0,0
1923143,10121525,10540817,NETFLIX,INDIVIDUAL,ENTERTAINMENT,91,68.0,2,0,20
1679361,17577603,18814484,STAN,INDIVIDUAL,SPORTS,65,71.0,2,0,0
763317,5361267,6428792,NETFLIX,INDIVIDUAL,SPORTS,85,37.0,2,0,18
1003531,2201869,15128939,NETFLIX,FAMILY ACCT,SPORTS,94,,2,0,22
1055562,6443675,19487405,NETFLIX,INDIVIDUAL,SPORTS,112,,1,0,0
1351947,5626891,14449889,STAN,INDIVIDUAL,ENTERTAINMENT,133,68.0,2,0,6
1214663,23026885,165777920,NETFLIX,INDIVIDUAL,SPORTS,20,32.0,2,0,0
1702433,5267569,18216128,STAN,INDIVIDUAL,SPORTS,147,83.0,1,0,42
294911,24818473,16473299,STAN,INDIVIDUAL,SPORTS,6,39.0,4,0,0
387277,24961531,119925065,NETFLIX,INDIVIDUAL,SPORTS,8,53.0,3,0,0
695250,18717577,13673438,STAN,INDIVIDUAL,SPORTS,56,65.0,2,0,0
1423285,21813951,150813752,AMAZON PRIME,INDIVIDUAL,SPORTS,30,25.0,1,0,0
72911,22101367,163295930,STAN,INDIVIDUAL,SPORTS,27,68.0,2,0,10
1347291,14359481,4510514,STAN,INDIVIDUAL,SPORTS,87,31.0,2,0,34
404069,24286973,168587465,STAN,INDIVIDUAL,ENTERTAINMENT,10,42.0,2,0,26
1928043,24290489,18707369,NETFLIX,INDIVIDUAL,SPORTS,11,75.0,2,0,0
1769128,19806617,123877163,DISNEY,INDIVIDUAL,SPORTS,47,70.0,1,1,28
801181,17816129,22378289,STAN,INDIVIDUAL,ENTERTAINMENT,64,59.0,1,0,34
1051422,1130897,16393205,NETFLIX,FAMILY ACCT,SPORTS,99,,7,0,0
533654,24275901,168576662,NETFLIX,INDIVIDUAL,SPORTS,11,43.0,1,1,0
2013218,18604165,69151031,STAN,INDIVIDUAL,SPORTS,57,74.0,2,1,42
1519383,4549879,7633085,NETFLIX,INDIVIDUAL,SPORTS,112,74.0,1,0,0
457042,13629871,15276332,NETFLIX,INDIVIDUAL,SPORTS,112,55.0,1,0,0
328045,14704405,14005871,STAN,INDIVIDUAL,ENTERTAINMENT,148,72.0,2,0,22
69402,15327041,11701133,NETFLIX,FAMILY ACCT,SPORTS,112,,1,0,0
2145065,19432033,69991445,STAN,INDIVIDUAL,ENTERTAINMENT,48,46.0,1,0,34
1737958,9102007,2682491,STAN,INDIVIDUAL,SPORTS,112,95.0,1,0,0
153948,17327409,20426600,STAN,INDIVIDUAL,ENTERTAINMENT,67,28.0,2,0,11
511346,16681683,8078822,NETFLIX,INDIVIDUAL,SPORTS,71,33.0,1,0,18
1543880,24761559,170267624,NETFLIX,INDIVIDUAL,ENTERTAINMENT,6,35.0,2,0,16
1320845,24218669,168416945,NETFLIX,INDIVIDUAL,ENTERTAINMENT,11,29.0,4,0,16
28908,10567997,7601699,NETFLIX,FAMILY ACCT,ENTERTAINMENT,111,,1,0,0
1342408,24021037,167808377,NETFLIX,INDIVIDUAL,SPORTS,12,33.0,2,0,0
376730,7673863,2334836,NETFLIX,INDIVIDUAL,ENTERTAINMENT,92,59.0,2,0,10
250276,22483857,19818497,NETFLIX,INDIVIDUAL,SPORTS,24,33.0,2,0,0
476716,24296597,165935519,DISNEY,INDIVIDUAL,SPORTS,10,45.0,1,0,0
1610957,22131503,163387622,NETFLIX,INDIVIDUAL,ENTERTAINMENT,24,82.0,2,0,24
1271371,8563977,19110791,STAN,INDIVIDUAL,SPORTS,106,76.0,2,0,0
1252045,24108339,168029840,NETFLIX,INDIVIDUAL,SPORTS,12,62.0,7,0,0
1604019,2614367,2056856,STAN,INDIVIDUAL,ENTERTAINMENT,148,85.0,2,0,28
1761817,23399903,166601318,NETFLIX,INDIVIDUAL,SPORTS,17,31.0,1,1,0
1157877,23185257,161053802,STAN,INDIVIDUAL,SPORTS,18,35.0,2,0,0
2177920,7209913,7599047,NETFLIX,INDIVIDUAL,SPORTS,110,56.0,1,0,0
952535,12325799,1498361,STAN,INDIVIDUAL,ENTERTAINMENT,148,73.0,2,0,0
377958,19456431,17417018,NETFLIX,INDIVIDUAL,ENTERTAINMENT,50,53.0,2,0,28
1487319,23910597,167561387,NETFLIX,INDIVIDUAL,SPORTS,13,44.0,1,0,0
730340,8529153,14162525,NETFLIX,INDIVIDUAL,SPORTS,112,63.0,1,0,0
1751486,21714101,17291159,STAN,INDIVIDUAL,ENTERTAINMENT,32,49.0,1,0,28
327337,6326895,13283177,STAN,INDIVIDUAL,ENTERTAINMENT,113,44.0,2,0,0
1467921,25529287,174298157,NETFLIX,INDIVIDUAL,SPORTS,1,33.0,1,0,0
386510,25492525,9182615,STAN,INDIVIDUAL,ENTERTAINMENT,1,39.0,2,0,12
515137,24394269,162163163,STAN,INDIVIDUAL,ENTERTAINMENT,9,32.0,2,0,0
616859,19166569,1406060,DISNEY,INDIVIDUAL,SPORTS,52,73.0,1,0,16
16283,21286039,8892617,STAN,INDIVIDUAL,ENTERTAINMENT,35,42.0,2,0,22
1552620,5192249,2193305,STAN,INDIVIDUAL,SPORTS,77,85.0,2,0,0
950271,19904315,14018768,STAN,INDIVIDUAL,SPORTS,47,50.0,2,0,0
173975,15950191,8597600,NETFLIX,INDIVIDUAL,SPORTS,111,85.0,1,0,0
1786826,8518037,9373580,STAN,INDIVIDUAL,ENTERTAINMENT,103,51.0,2,0,34
1595094,229949,19114895,STAN,INDIVIDUAL,ENTERTAINMENT,112,61.0,1,0,0
1463888,10541439,14947637,NETFLIX,INDIVIDUAL,SPORTS,113,74.0,1,0,12
1103014,23803825,10944470,NETFLIX,INDIVIDUAL,SPORTS,14,50.0,3,0,0
1702786,12716873,7049996,STAN,INDIVIDUAL,ENTERTAINMENT,147,76.0,2,0,11
350033,24201781,69109208,NETFLIX,INDIVIDUAL,SPORTS,0,45.0,6,0,0
2303406,17753789,20801471,NETFLIX,INDIVIDUAL,SPORTS,73,,1,0,0
614117,10267763,19212245,NETFLIX,INDIVIDUAL,ENTERTAINMENT,98,75.0,2,0,10
1226762,4444385,693896,NETFLIX,INDIVIDUAL,SPORTS,106,82.0,1,0,3
1136135,22289027,6604079,NETFLIX,INDIVIDUAL,ENTERTAINMENT,25,81.0,2,0,18
1163643,16511643,8972627,NETFLIX,INDIVIDUAL,SPORTS,110,63.0,2,0,4
1727154,23844923,167444123,NETFLIX,INDIVIDUAL,SPORTS,17,45.0,2,0,0
669309,8332287,9627224,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,68.0,2,0,24
130132,24444091,20161274,AMAZON PRIME,INDIVIDUAL,SPORTS,10,38.0,2,0,0
1520349,20780185,11219402,NETFLIX,INDIVIDUAL,SPORTS,44,55.0,1,0,0
2305758,11222787,8964641,NETFLIX,INDIVIDUAL,SPORTS,110,,2,0,0
1002782,7272549,17395751,NETFLIX,INDIVIDUAL,ENTERTAINMENT,84,51.0,2,0,8
1742252,20863327,20629391,NETFLIX,INDIVIDUAL,ENTERTAINMENT,37,48.0,2,0,22
500978,17353737,5593895,NETFLIX,INDIVIDUAL,SPORTS,66,41.0,1,0,0
1729318,24173769,18407762,NETFLIX,INDIVIDUAL,SPORTS,11,41.0,2,1,0
527902,19722879,11823086,STAN,INDIVIDUAL,SPORTS,48,52.0,4,0,36
1806390,18672769,69176372,NETFLIX,INDIVIDUAL,ENTERTAINMENT,57,35.0,2,0,8
1797705,24675209,167612180,STAN,INDIVIDUAL,ENTERTAINMENT,7,27.0,2,0,0
649582,5031183,3204071,STAN,INDIVIDUAL,ENTERTAINMENT,99,59.0,1,0,13
2328980,6733731,17560472,STAN,INDIVIDUAL,SPORTS,147,72.0,2,0,0
773997,24915387,69983426,NETFLIX,INDIVIDUAL,SPORTS,4,33.0,3,0,0
811194,23879281,167483012,STAN,INDIVIDUAL,ENTERTAINMENT,13,31.0,2,0,36
309528,20370079,126145640,NETFLIX,INDIVIDUAL,SPORTS,43,46.0,2,1,26
1234648,10836509,2162387,NETFLIX,INDIVIDUAL,SPORTS,115,80.0,2,0,0
625269,25170415,173481350,NETFLIX,INDIVIDUAL,ENTERTAINMENT,3,46.0,2,0,0
2337302,21729217,16192829,STAN,INDIVIDUAL,SPORTS,30,64.0,6,0,0
1006656,22144973,5754464,AMAZON PRIME,INDIVIDUAL,SPORTS,26,59.0,2,0,0
1506612,24621251,169766993,STAN,INDIVIDUAL,SPORTS,7,41.0,2,0,0
2001364,25526241,174295301,STAN,INDIVIDUAL,SPORTS,1,38.0,1,1,0
2328324,1906977,4911545,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,147,65.0,2,0,4
1966782,23840865,167402915,NETFLIX,INDIVIDUAL,SPORTS,16,63.0,1,0,0
2282664,18844811,69408086,NETFLIX,INDIVIDUAL,SPORTS,55,32.0,2,0,0
1807166,17203609,20305850,NETFLIX,INDIVIDUAL,ENTERTAINMENT,68,48.0,2,0,8
827293,25125035,2001494,AMAZON PRIME,INDIVIDUAL,SPORTS,4,73.0,2,0,0
715448,24556905,169376888,STAN,INDIVIDUAL,ENTERTAINMENT,8,45.0,2,0,0
2111537,25161821,173438033,NETFLIX,INDIVIDUAL,SPORTS,3,28.0,2,0,0
1413602,23694707,167110697,PARAMOUNT,INDIVIDUAL,ENTERTAINMENT,13,41.0,2,0,18
361184,10204341,15747188,STAN,INDIVIDUAL,ENTERTAINMENT,99,59.0,2,0,23
2312599,14709475,5842754,STAN,INDIVIDUAL,ENTERTAINMENT,146,86.0,1,0,0
475272,2346075,3005117,STAN,INDIVIDUAL,ENTERTAINMENT,148,51.0,1,0,0
922716,18187237,23655551,STAN,INDIVIDUAL,ENTERTAINMENT,60,33.0,3,0,34
500723,1733561,16096808,STAN,INDIVIDUAL,ENTERTAINMENT,148,37.0,1,0,32
810923,25272901,173668403,STAN,INDIVIDUAL,ENTERTAINMENT,2,34.0,2,0,33
1827476,22425215,155603258,STAN,INDIVIDUAL,SPORTS,25,68.0,2,0,12
105575,17171361,20279033,STAN,FAMILY ACCT,SPORTS,68,,2,0,0
350271,24311097,164302814,NETFLIX,INDIVIDUAL,SPORTS,10,43.0,2,0,0
98127,21186655,23926379,NETFLIX,INDIVIDUAL,ENTERTAINMENT,38,48.0,3,0,8
798221,17281051,16611266,STAN,INDIVIDUAL,SPORTS,67,46.0,2,0,40
1348465,19797913,123870689,DISNEY,FAMILY ACCT,SPORTS,48,,1,0,14
912714,22187975,163470356,NETFLIX,INDIVIDUAL,ENTERTAINMENT,36,46.0,2,0,8
1758348,19270673,12193823,STAN,INDIVIDUAL,ENTERTAINMENT,52,60.0,2,0,34
300876,7385799,9192359,STAN,INDIVIDUAL,SPORTS,147,62.0,2,0,0
1099074,22744519,165063140,PARAMOUNT,INDIVIDUAL,SPORTS,22,38.0,2,1,0
1747940,25432411,14184038,NETFLIX,INDIVIDUAL,ENTERTAINMENT,1,34.0,4,0,8
238154,21105873,124363091,NETFLIX,INDIVIDUAL,SPORTS,36,34.0,2,0,18
1270060,25513061,15021152,NETFLIX,INDIVIDUAL,SPORTS,0,36.0,3,0,0
2273043,11275063,11022896,NETFLIX,INDIVIDUAL,SPORTS,110,41.0,1,1,25
1650266,16061571,19627388,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,67.0,2,0,12
2226796,8737329,12895226,STAN,INDIVIDUAL,SPORTS,148,49.0,2,0,0
2190213,3421841,4434281,STAN,INDIVIDUAL,ENTERTAINMENT,148,78.0,2,0,23
2240462,24202229,168390857,NETFLIX,INDIVIDUAL,SPORTS,11,76.0,1,0,0
1240074,22751009,165058763,STAN,INDIVIDUAL,ENTERTAINMENT,22,30.0,2,0,0
1210026,17100193,9346799,STAN,INDIVIDUAL,ENTERTAINMENT,69,40.0,1,0,11
1052681,13803401,11092427,DISNEY,INDIVIDUAL,SPORTS,112,48.0,1,0,10
839008,18878487,69431942,NETFLIX,INDIVIDUAL,SPORTS,55,68.0,1,0,0
1561695,24171111,168268838,STAN,INDIVIDUAL,ENTERTAINMENT,10,61.0,2,0,28
1778333,5521155,10397768,STAN,INDIVIDUAL,ENTERTAINMENT,82,71.0,2,0,18
2013225,18193097,4531895,NETFLIX,INDIVIDUAL,ENTERTAINMENT,60,59.0,2,0,8
1887679,21411989,11897882,NETFLIX,INDIVIDUAL,SPORTS,34,39.0,1,0,0
719025,24813923,19590167,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,5,43.0,3,0,16
423951,23949669,167479454,NETFLIX,INDIVIDUAL,ENTERTAINMENT,13,49.0,2,0,17
338129,18090427,22617338,STAN,INDIVIDUAL,ENTERTAINMENT,61,75.0,2,0,33
1776081,5996801,2697014,STAN,INDIVIDUAL,SPORTS,107,50.0,2,0,3
836785,7772099,17964872,NETFLIX,INDIVIDUAL,SPORTS,112,78.0,1,0,0
510898,2899071,17543708,NETFLIX,INDIVIDUAL,SPORTS,112,52.0,2,0,0
2240542,23300943,125185406,NETFLIX,INDIVIDUAL,ENTERTAINMENT,17,34.0,2,0,8
329826,16201223,14798246,NETFLIX,FAMILY ACCT,SPORTS,82,,2,0,18
1501120,20482703,150530069,STAN,INDIVIDUAL,ENTERTAINMENT,43,36.0,1,0,0
170685,20709319,11282759,NETFLIX,INDIVIDUAL,SPORTS,40,56.0,1,0,28
1674036,23355879,6584870,DISNEY,INDIVIDUAL,SPORTS,17,27.0,1,0,0
1976731,7658385,3701600,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,64.0,1,0,4
994316,24633787,23660600,NETFLIX,INDIVIDUAL,ENTERTAINMENT,7,80.0,3,0,0
1544031,24494805,169270490,STAN,INDIVIDUAL,ENTERTAINMENT,9,39.0,1,0,0
403224,22001907,2101964,NETFLIX,INDIVIDUAL,ENTERTAINMENT,28,39.0,2,0,8
1378563,23150035,163599692,NETFLIX,INDIVIDUAL,ENTERTAINMENT,6,,56,0,0
1457566,8354495,1560470,STAN,INDIVIDUAL,ENTERTAINMENT,147,54.0,2,0,26
593972,10706215,1068449,STAN,INDIVIDUAL,SPORTS,81,45.0,2,0,0
170535,16982789,20094194,DISNEY,INDIVIDUAL,SPORTS,70,46.0,1,0,0
2014402,21512245,19754438,NETFLIX,INDIVIDUAL,SPORTS,33,39.0,1,0,0
2329748,20389231,126173918,NETFLIX,INDIVIDUAL,SPORTS,53,60.0,1,0,26
2288170,2312305,752756,STAN,INDIVIDUAL,SPORTS,85,51.0,2,0,34
409794,2963739,14461205,NETFLIX,INDIVIDUAL,SPORTS,112,51.0,1,0,28
1340500,23516443,166818497,STAN,INDIVIDUAL,SPORTS,17,47.0,2,1,0
284622,4782283,7432913,STAN,INDIVIDUAL,SPORTS,118,64.0,1,0,0
831352,22448495,18883541,STAN,INDIVIDUAL,SPORTS,24,48.0,2,1,0
277387,24123271,168096557,NETFLIX,INDIVIDUAL,SPORTS,11,25.0,1,0,0
1517970,19363643,15990002,NETFLIX,INDIVIDUAL,SPORTS,51,57.0,3,0,0
1095448,17116567,12146444,NETFLIX,INDIVIDUAL,SPORTS,68,41.0,2,0,18
1650606,10358831,10545695,STAN,INDIVIDUAL,ENTERTAINMENT,148,70.0,2,0,22
2321251,335329,4771313,NETFLIX,INDIVIDUAL,SPORTS,111,87.0,1,0,27
1372862,22661531,164873666,NETFLIX,INDIVIDUAL,SPORTS,22,58.0,1,0,0
371431,24960061,171160592,NETFLIX,INDIVIDUAL,SPORTS,6,59.0,1,0,0
2265456,5884043,11262920,STAN,INDIVIDUAL,ENTERTAINMENT,147,44.0,1,0,3
263151,14287041,7105865,NETFLIX,INDIVIDUAL,SPORTS,110,86.0,1,0,0
504534,6225461,10345517,STAN,INDIVIDUAL,ENTERTAINMENT,85,49.0,2,0,32
2329020,1347481,6023366,NETFLIX,INDIVIDUAL,SPORTS,110,65.0,2,0,0
106542,22363511,163895357,NETFLIX,INDIVIDUAL,ENTERTAINMENT,25,36.0,2,0,8
1498321,808957,13873145,NETFLIX,FAMILY ACCT,SPORTS,89,54.0,1,0,17
1773524,18426739,23884187,NETFLIX,FAMILY ACCT,ENTERTAINMENT,44,,2,0,6
2163128,9326463,8420390,NETFLIX,INDIVIDUAL,SPORTS,112,65.0,1,0,17
837373,20264463,11694938,STAN,INDIVIDUAL,ENTERTAINMENT,44,30.0,3,0,0
1849911,9501973,18568964,STAN,INDIVIDUAL,ENTERTAINMENT,85,92.0,2,0,32
464479,11193489,8878562,NETFLIX,FAMILY ACCT,SPORTS,112,,1,0,0
1613795,23141627,11506349,STAN,INDIVIDUAL,ENTERTAINMENT,19,50.0,2,0,33
822785,21330991,161180417,DISNEY,INDIVIDUAL,SPORTS,34,48.0,1,1,16
1730665,22976047,165621686,NETFLIX,INDIVIDUAL,SPORTS,23,73.0,2,0,0
166893,24368153,168812045,NETFLIX,FAMILY ACCT,SPORTS,11,,1,1,18
439503,9693199,13876235,NETFLIX,INDIVIDUAL,ENTERTAINMENT,93,44.0,2,0,18
1308485,17350161,20442905,NETFLIX,INDIVIDUAL,SPORTS,66,72.0,2,0,0
1482360,7302485,10788626,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,61.0,2,0,8
773118,24191399,168290285,DISNEY,FAMILY ACCT,SPORTS,12,,1,0,20
1985984,25566181,174347975,NETFLIX,INDIVIDUAL,SPORTS,0,52.0,1,0,0
449187,19288789,69848015,NETFLIX,INDIVIDUAL,SPORTS,51,38.0,2,0,28
937546,22966755,11269331,NETFLIX,INDIVIDUAL,SPORTS,20,50.0,1,0,0
911560,1719811,313352,NETFLIX,INDIVIDUAL,SPORTS,113,86.0,1,0,0
1569964,14484965,14893340,STAN,INDIVIDUAL,SPORTS,111,47.0,2,0,14
639468,13915353,15701918,NETFLIX,INDIVIDUAL,SPORTS,112,,1,0,0
1187300,13036631,18690467,NETFLIX,INDIVIDUAL,ENTERTAINMENT,82,41.0,2,0,16
887710,7845651,16016723,NETFLIX,INDIVIDUAL,ENTERTAINMENT,72,43.0,2,0,17
1577857,22673659,161153480,STAN,INDIVIDUAL,SPORTS,22,41.0,2,0,0
1663477,17723253,19505528,DISNEY,INDIVIDUAL,SPORTS,63,33.0,1,0,16
1048700,23788563,17521292,NETFLIX,INDIVIDUAL,SPORTS,13,,1,0,17
